Phân loại;Quận;Phường;Khu vực;Vị trí cụ thể;Điểm đầu;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00767491, 108.1272314;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.29021128, 108.3077271;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.29137971, 108.3059038;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.29151656, 108.3049635;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33821441, 108.2932309;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33759809, 108.2945432;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33533423, 108.2977998;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33400581, 108.2908035;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.31983877, 108.2940341;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.31933283, 108.2938844;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33388551, 108.2997535;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33159961, 108.2991915;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33577874, 108.3032953;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33414997, 108.30469;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.33406275, 108.3023615;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.32284642, 108.3089576;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.35091084, 108.273605;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36109276, 108.2979294;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.35383488, 108.3048117;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.3482442, 108.3085292;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.34779035, 108.3099256;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.34417511, 108.3099203;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.34326896, 108.3115954;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.35201009, 108.3295848;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.29612841, 108.18794;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.36111409, 108.1869269;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.361472, 108.1911933;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.36544952, 108.1903493;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.36495914, 108.1930501;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.3705495, 108.1979178;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.36648876, 108.2008202;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35605062, 108.199739;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.3487592, 108.1970403;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34869715, 108.1956524;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34809298, 108.1940685;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.33687143, 108.1082146;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30746225, 108.1524888;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30601479, 108.1544433;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30838149, 108.1563355;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30745817, 108.1583556;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30892404, 108.1559727;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30957594, 108.1543249;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30999453, 108.1501625;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30936085, 108.1516521;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.31035423, 108.1528634;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.32427737, 108.1465406;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.31289857, 108.1314464;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30546345, 108.1670144;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.3056447, 108.1663627;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30460208, 108.1706455;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30292742, 108.1739965;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30184232, 108.1746474;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30182987, 108.1789682;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.29989668, 108.1777188;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.30437186, 108.1761395;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.32842321, 108.163475;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.13625775, 108.106158;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11216463, 108.1484781;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.09783016, 108.1732702;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.33890772, 107.8793494;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.37907922, 107.9104308;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.38404735, 107.903535;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.39398669, 107.8975215;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.38652735, 107.891563;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.07577521, 108.1968798;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.05894756, 108.183833;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.0693349, 108.1921206;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.07136113, 108.1901876;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.07168672, 108.189946;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.07182425, 108.1876021;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.07396707, 108.1867295;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.06320516, 108.2411995;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.0661677, 108.1964989;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.45692591, 107.8007133;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.44645085, 107.8008444;;
"	
Khu vực sạt lở";Xã Quế Phước;Xã Quế Phước;Xã Quế Phước;Xã Quế Phước;15.6395667, 108.0048869;;
"	
Khu vực sạt lở";Xã Hà Nha;Xã Hà Nha;Xã Hà Nha;Xã Hà Nha;15.87197676, 107.9971608;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.81099418, 107.3719597;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.80963987, 107.3661859;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.81945967, 107.3617866;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.81432516, 107.3769062;;
"	
Khu vực sạt lở";Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;15.89704611, 107.6566539;;
"	
Khu vực sạt lở";Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;15.8919518, 107.6761242;;
"	
Khu vực sạt lở";Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;15.89587535, 107.6830286;;
"	
Khu vực sạt lở";Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;15.89794682, 107.6842861;;
"	
Khu vực sạt lở";Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;15.89836424, 107.6854435;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.93982291, 107.5809023;;
"	
Khu vực sạt lở";Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;15.94188625, 107.7769825;;
"	
Khu vực sạt lở";Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;15.94516958, 107.7795477;;
"	
Khu vực sạt lở";Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;15.94793006, 107.7834773;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.78307876, 107.2628851;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.1237323, 108.2971821;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.13205271, 108.2929123;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.14335027, 108.2573695;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.14568475, 108.2550349;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.15177792, 108.2534531;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.15360142, 108.2475363;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.13398405, 108.2448566;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.13413719, 108.2452962;;
"	
Khu vực sạt lở";Xã Hòa Vang;Xã Hòa Vang;Xã Hòa Vang;Xã Hòa Vang;15.96615601, 108.0387321;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.18140552, 108.0736482;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.11813857, 107.9431654;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.1166391, 107.9461762;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.11547347, 107.947046;;
"	
Khu vực sạt lở";Xã Bà Nà;Xã Bà Nà;Xã Bà Nà;Xã Bà Nà;16.05637358, 108.0109628;;
"	
Khu vực sạt lở";Xã Bà Nà;Xã Bà Nà;Xã Bà Nà;Xã Bà Nà;16.01950366, 108.0485356;;
"	
Khu vực sạt lở";Xã Bà Nà;Xã Bà Nà;Xã Bà Nà;Xã Bà Nà;16.01494349, 108.0264068;;
"	
Khu vực sạt lở";Xã Bà Nà;Xã Bà Nà;Xã Bà Nà;Xã Bà Nà;16.11703129, 107.927646;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.19050751, 108.142459;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.16981208, 108.1273693;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.15838507, 108.1331503;;
"	
Khu vực sạt lở";Phường Liên Chiểu;Phường Liên Chiểu;Phường Liên Chiểu;Phường Liên Chiểu;16.06830604, 108.1200606;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.12212955, 108.3181502;;
"	
Khu vực sạt lở";Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;Phường Sơn Trà;16.10501894, 108.3075965;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.12560445, 107.9463234;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.11970339, 107.9483444;;
"	
Khu vực sạt lở";Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;Phường Hải Vân;16.11581226, 107.969568;;
